,Reaction,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,Substrates,Substrate Name,Substrate SMILE
1107,EAR7M8x,rxn05440,MNXR27714,,1.3.1.9,"['7mtoct2eACP[c]', 'h[c]', 'nadh[c]']","['7-methyl-trans-oct-2-enoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","[None, '[H+]', None]"
1108,EAR80x,rxn05325,MNXR68782,,1.3.1.9,"['h[c]', 'nadh[c]', 'toct2eACP[c]']","['proton', 'Nicotinamide adenine dinucleotide - reduced', 'trans-Oct-2-enoyl-[acyl-carrier protein]']","['[H+]', None, None]"
1109,EAR8M10x,rxn05435,MNXR27709,,1.3.1.9,"['8mtdec2eACP[c]', 'h[c]', 'nadh[c]']","['8-methyl-trans-dec-2-enoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","[None, '[H+]', None]"
1110,EAR8M9x,rxn05447,MNXR27721,,1.3.1.9,"['8mtnon2eACP[c]', 'h[c]', 'nadh[c]']","['8-methyl-trans-non-2-enoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","[None, '[H+]', None]"
1111,EAR9M10x,rxn05441,MNXR27715,,1.3.1.9,"['9mtdec2eACP[c]', 'h[c]', 'nadh[c]']","['9-methyl-trans-dec-2-enoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","[None, '[H+]', None]"
1112,ECOAH1,rxn02167,MNXR1863,,4.2.1.17,['3hbcoa[c]'],['(S)-3-hydroxybutanoyl-CoA(4-)'],['CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O']
1113,ECOAH12,rxn02949,MNXR32870,,4.2.1.17,"['2mp2coa[c]', 'h2o[c]']","['2-Methylprop-2-enoyl-CoA', 'Water']","['CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'O']"
1114,ECOAH1R,rxn02168,MNXR154,,4.2.1.55,['3hbcoa_R[c]'],['(R)-3-hydroxybutanoyl-CoA(4-)'],['CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O']
1115,ECOAH3,rxn03247,MNXR1867,,4.2.1.17,['3hocoa[c]'],['(S)-3-Hydroxyoctanoyl-CoA'],['CCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O']
1116,ECOAH4,rxn03245,MNXR1868,,4.2.1.17,['3hdcoa[c]'],['(S)-3-Hydroxydecanoyl-CoA'],['CCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O']
1117,ECOAH5,rxn02911,MNXR1869,,4.2.1.17,['3hddcoa[c]'],['(S)-3-Hydroxydodecanoyl-CoA'],['CCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O']
1118,ECOAH6,rxn03241,MNXR1870,,4.2.1.17,['3htdcoa[c]'],['(S)-3-Hydroxytetradecanoyl-CoA'],['CCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O']
1119,ECOAH7,rxn03240,MNXR1871,,4.2.1.17,['3hhdcoa[c]'],['(S)-3-Hydroxyhexadecanoyl-CoA'],['CCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O']
1120,ECOAH9,rxn02934,MNXR1873,,4.2.1.17,"['2mb2coa[c]', 'h2o[c]']","['2-methylcrotonoyl-CoA(4-)', 'Water']","['CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', 'O']"
1121,EDA,,,,4.1.2.14,['2ddg6p[c]'],['2-Dehydro-3-deoxy-D-gluconate 6-phosphate'],['C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O']
1122,EDD,rxn01477,MNXR1874,,4.2.1.12,['6pgc[c]'],['6-Phospho-D-gluconate'],['C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O']
1123,EDTXS1,rxn06865,MNXR37169,,2.3.1.-,"['ddcaACP[c]', 'kdo2lipid4[c]']","['Dodecanoyl-ACP (n-C12:0ACP)', 'KDO(2)-lipid IV(A)']","[None, 'CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O']"
1124,EDTXS2,rxn06848,MNXR26675,,2.3.1.-,"['kdo2lipid4L[c]', 'myrsACP[c]']","['KDO(2)-lipid IV(A) with laurate', 'Myristoyl-ACP (n-C14:0ACP)']","[None, None]"
1125,EFV_GLC_GLCAASE,,,,,"['efv_glc[c]', 'h2o[c]']","['Efavirenz Glucuronide', 'Water']","[None, 'O']"
1126,EFV_GLCt2pp,,,,,"['efv_glc[p]', 'h[p]']","['Efavirenz Glucuronide', 'proton']","[None, '[H+]']"
1127,EFV_GLCtex,,,,,['efv_glc[e]'],['Efavirenz Glucuronide'],[None]
1128,EFVtepp,,,,,['efv[c]'],['Efavirenz'],['C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F']
1129,EFVtex,,,,,['efv[e]'],['Efavirenz'],['C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F']
1130,EHGLAT,rxn02339,MNXR33771,,2.6.1.1,"['akg[c]', 'e4hglu[c]']","['2-Oxoglutarate', 'erythro-4-hydroxy-L-glutamate(1-)']","['C(CC(=O)O)C(=O)C(=O)O', 'C(C(C(=O)[O-])[NH3+])C(C(=O)[O-])O']"
1131,ELTR_GLC_GLCAASE,,,,,"['eltr_glc[c]', 'h2o[c]']","['Eltrombopag Glucuronide (M2)', 'Water']","[None, 'O']"
1132,ELTR_GLCt2pp,,,,,"['eltr_glc[p]', 'h[p]']","['Eltrombopag Glucuronide (M2)', 'proton']","[None, '[H+]']"
1133,ELTR_GLCtex,,,,,['eltr_glc[e]'],['Eltrombopag Glucuronide (M2)'],[None]
1134,ELTR_M3_GLCAASE,,,,,"['ahcys[c]', 'eltr_m3[c]', 'h[c]', 'nadh[c]']","['S-Adenosyl-L-homocysteine', 'Eltrombopag M3 (Glucuronide Conjugate)', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N', None, '[H+]', None]"
1135,ELTR_M3t2pp,,,,,"['eltr_m3[p]', 'h[p]']","['Eltrombopag M3 (Glucuronide Conjugate)', 'proton']","[None, '[H+]']"
1136,ELTR_M3tex,,,,,['eltr_m3[e]'],['Eltrombopag M3 (Glucuronide Conjugate)'],[None]
1137,ELTR_M4_GLCAASE,,,,,"['eltr_m4[c]', 'h2o[c]']","['Eltrombopag M4 (Glucuronide Conjugate)', 'Water']","[None, 'O']"
1138,ELTR_M4t2pp,,,,,"['eltr_m4[p]', 'h[p]']","['Eltrombopag M4 (Glucuronide Conjugate)', 'proton']","[None, '[H+]']"
1139,ELTR_M4tex,,,,,['eltr_m4[e]'],['Eltrombopag M4 (Glucuronide Conjugate)'],[None]
1140,ELTRtepp,,,,,['eltr[c]'],['Eltrombopag'],['CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C']
1141,ELTRtex,,,,,['eltr[e]'],['Eltrombopag'],['CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C']
1142,ENO,rxn00459,MNXR97932,R00658,4.2.1.11,['2pg[c]'],['D-Glycerate 2-phosphate'],['C(C(C(=O)O)OP(=O)(O)O)O']
1143,EPCTX,rxn02961,,,2.7.7.14,"['2ameph[c]', 'ctp[c]', 'h[c]']","['(2-Aminoethyl)phosphonate', 'CTP', 'proton']","['C(CP(=O)(O)O)N', 'C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O', '[H+]']"
1144,ESTRADIOLGLC_GLCAASE,,,,,"['estradiolglc[c]', 'h2o[c]']","['17beta-estradiol 3-glucosiduronic acid', 'Water']","['CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O', 'O']"
1145,ESTRADIOLGLCt2ipp,,,,,"['estradiolglc[p]', 'h[p]']","['17beta-estradiol 3-glucosiduronic acid', 'proton']","['CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O', '[H+]']"
1146,ESTRADIOLGLCtex,,,,,['estradiolglc[e]'],['17beta-estradiol 3-glucosiduronic acid'],['CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O']
1147,ESTRADIOLtepp,,,,,['estradiol[c]'],['estradiol'],['CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O']
1148,ESTRADIOLtex,,,,,['estradiol[e]'],['estradiol'],['CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O']
1149,ESTRIOLGLC_GLCAASE,,,,,"['estriolglc[c]', 'h2o[c]']","['16-Glucuronide-estriol', 'Water']","['CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O', 'O']"
1150,ESTRIOLGLCt2pp,,,,,"['estriolglc[p]', 'h[p]']","['16-Glucuronide-estriol', 'proton']","['CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O', '[H+]']"
1151,ESTRIOLGLCtex,,,,,['estriolglc[e]'],['16-Glucuronide-estriol'],['CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O']
1152,ESTRIOLtepp,,,,,['estriol[c]'],['estriol'],['CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O']
1153,ESTRIOLtex,,,,,['estriol[e]'],['estriol'],['CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O']
1154,ESTRONEGLC_GLCAASE,,,,,"['estroneglc[c]', 'h2o[c]']","['estrone 3-glucosiduronic acid', 'Water']","[None, 'O']"
1155,ESTRONEGLCt2pp,,,,,"['estroneglc[p]', 'h[p]']","['estrone 3-glucosiduronic acid', 'proton']","[None, '[H+]']"
1156,ESTRONEGLCtex,,,,,['estroneglc[e]'],['estrone 3-glucosiduronic acid'],[None]
1157,ESTRONEtex,,,,,['estrone[e]'],['estrone'],['CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O']
1158,ESTRONEtpp,,,,,['estrone[c]'],['estrone'],['CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O']
1159,ETHAAL,rxn00539,MNXR97968,R00749,4.3.1.7,['etha[c]'],['Ethanolamine'],['C(CO)N']
1160,ETHAP,rxn02962,MNXR15609,,4.99.1.-,"['etha[c]', 'pi[c]']","['Ethanolamine', 'hydrogenphosphate']","['C(CO)N', 'OP(=O)([O-])[O-]']"
1161,ETHAt2pp,,,,,"['etha[p]', 'h[p]']","['Ethanolamine', 'proton']","['C(CO)N', '[H+]']"
1162,ETHAtex,,,,,['etha[e]'],['Ethanolamine'],['C(CO)N']
1163,ETHSO3abcpp,,,,,"['atp[c]', 'ethso3[p]', 'h2o[c]']","['ATP', 'ethanesulfonate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CCS(=O)(=O)[O-]', 'O']"
1164,ETHSO3tex,rxn08426,,,,['ethso3[e]'],['ethanesulfonate'],['CCS(=O)(=O)[O-]']
1165,ETLPT,rxn01754,,,,"['atp[c]', 'ethrtl[c]']","['ATP', 'Erythritol']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(CO)O)O)O']"
1166,ETOHt2rpp,,,,,"['etoh[p]', 'h[p]']","['Ethanol', 'proton']","['CCO', '[H+]']"
1167,ETOHtex,,,,,['etoh[e]'],['Ethanol'],['CCO']
1168,EX_15dap(e),,,,,['15dap[e]'],"['1,5-Diaminopentane']",['C(CCN)CCN']
1169,EX_1hibup_S(e),,,,,['1hibup_S[e]'],['1-hydroxy S-ibuprofen'],[None]
1170,EX_1hibupglu_S(e),,,,,['1hibupglu_S[e]'],['1-hydroxy S-ibuprofen-glucuronide'],[None]
1171,EX_1hmdgluc(e),,,,,['1hmdgluc[e]'],['1-OH-midazolam-glucuronide'],[None]
1172,EX_1ohmdz(e),,,,,['1ohmdz[e]'],['1-OH-midazolam'],[None]
1173,EX_2ddglcn(e),,,,,['2ddglcn[e]'],['2-Dehydro-3-deoxy-D-gluconate'],['C(C(C(CO)O)O)C(=O)C(=O)[O-]']
1174,EX_2dmmq8(e),,,,,['2dmmq8[e]'],['2-Demethylmenaquinone 8'],['CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C']
1175,EX_2hatvacid(e),,,,,['2hatvacid[e]'],['2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid'],[None]
1176,EX_2hatvacidgluc(e),,,,,['2hatvacidgluc[e]'],['2-hydroxy-atorvastatin-acyl-glucuronide'],[None]
1177,EX_2hatvlac(e),,,,,['2hatvlac[e]'],['2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone'],[None]
1178,EX_2hatvlacgluc(e),,,,,['2hatvlacgluc[e]'],['2-hydroxy-atorvastatin-lactone-glucuronide'],[None]
1179,EX_2hibup_S(e),,,,,['2hibup_S[e]'],['2-hydroxy-S-ibuprofen'],[None]
1180,EX_2hibupglu_S(e),,,,,['2hibupglu_S[e]'],['2-hydroxy S-ibuprofen-glucuronide'],[None]
1181,EX_2hyoxplac(e),,,,,['2hyoxplac[e]'],['2-Hydroxyphenylacetate'],['C1=CC=C(C(=C1)CC(=O)O)O']
1182,EX_2obut(e),,,,,['2obut[e]'],['2-Oxobutanoate'],['CCC(=O)C(=O)[O-]']
1183,EX_2oh_cbz(e),,,,,['2oh_cbz[e]'],['2-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=CC(=C3)O']
1184,EX_2oh_cbz_glc(e),,,,,['2oh_cbz_glc[e]'],['2-Hydroxy Carbamazepine Glucuronide'],[None]
1185,EX_2oh_mtz(e),,,,,['2oh_mtz[e]'],['2-Hydroxymetronidazole'],['C1=C(N(C(=N1)CO)CCO)[N+](=O)[O-]']
1186,EX_2oh_mtz_glc(e),,,,,['2oh_mtz_glc[e]'],['2-Hydroxymetronidazole Glucuronide'],[None]
1187,EX_3hibup_S(e),,,,,['3hibup_S[e]'],['3-hydroxy S-ibuprofen'],[None]
1188,EX_3hibupglu_S(e),,,,,['3hibupglu_S[e]'],['3-hydroxy S-ibuprofen-glucuronide'],[None]
1189,EX_3meacmp(e),,,,,['3meacmp[e]'],['3-methoxy-acetaminophen'],['CC(=O)NC1=CC(=C(C=C1)O)OC']
1190,EX_3oh_cbz(e),,,,,['3oh_cbz[e]'],['3-Hydroxycarbamazepine'],['C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=C(C=C3)O']
1191,EX_3oh_cbz_glc(e),,,,,['3oh_cbz_glc[e]'],['3-Hydroxy Carbamazepine Glucuronide'],[None]
1192,EX_3oh_dlor(e),,,,,['3oh_dlor[e]'],['3-Hydroxydesloratadine'],['C1CC2=C(C(=C3CCNCC3)C4=C1C=C(C=C4)Cl)N=CC(=C2)O']
1193,EX_3oh_dlor_glc(e),,,,,['3oh_dlor_glc[e]'],['3-Hydroxydesloratadine Glucuronide'],[None]
1194,EX_3oh_mdea(e),,,,,['3oh_mdea[e]'],['3-Hydroxy N-Desethylamiodarone (3-Hydroxy_MDEA) (M8)'],[None]
1195,EX_3oh_mdea_glc(e),,,,,['3oh_mdea_glc[e]'],['3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)'],[None]
1196,EX_3oh_mxn(e),,,,,['3oh_mxn[e]'],['3-Hydroxymorphinan'],['C1CCC23CCNC(C2C1)CC4=C3C=C(C=C4)O']
1197,EX_3oh_mxn_glc(e),,,,,['3oh_mxn_glc[e]'],['3-Hydroxymorphinan O-Glucuronide'],[None]
1198,EX_4abut(e),,,,,['4abut[e]'],['4-Aminobutanoate'],['C(CC(=O)O)CN']
1199,EX_4abz(e),,,,,['4abz[e]'],['4-Aminobenzoate'],['C1=CC(=CC=C1C(=O)[O-])N']
1200,EX_4dh_tpno(e),,,,,['4dh_tpno[e]'],['4-Dehydroxytempol'],[None]
1201,EX_4dh_tpno_1glc(e),,,,,['4dh_tpno_1glc[e]'],['4-Dehydroxytempol 1-O-Glucuronide'],[None]
1202,EX_4hmdgluc(e),,,,,['4hmdgluc[e]'],['4-OH-midazolam-glucuronide'],[None]
1203,EX_4oh_dcf(e),,,,,['4oh_dcf[e]'],['4-Hydroxydiclofenac'],[None]
1204,EX_4oh_dcf_glc(e),,,,,['4oh_dcf_glc[e]'],['4-Hydroxydiclofenac Glucuronide'],[None]
1205,EX_4oh_kp(e),,,,,['4oh_kp[e]'],['4-Hydroxybenzyl Ketoprofen'],[None]
1206,EX_4oh_kp_glc(e),,,,,['4oh_kp_glc[e]'],['4-Hydroxybenzyl Ketoprofen Glucuronide'],[None]
1207,EX_4oh_levole(e),,,,,['4oh_levole[e]'],['4-Hydroxy Levamisole (M1)'],[None]
1208,EX_4oh_levole_glc(e),,,,,['4oh_levole_glc[e]'],['4-Hydroxy Levamisole Glucuronide'],[None]
1209,EX_4oh_meth(e),,,,,['4oh_meth[e]'],['4-Hydroxymethamphetamine'],['CC(CC1=CC=C(C=C1)O)NC']
1210,EX_4oh_meth_glc(e),,,,,['4oh_meth_glc[e]'],['4-Hydroxymethamphetamine Glucuronide'],[None]
1211,EX_4oh_propl(e),,,,,['4oh_propl[e]'],['4-Hydroxypropanolol'],['CCC(O)OO']
1212,EX_4oh_propl_glc(e),,,,,['4oh_propl_glc[e]'],['4-Hydroxypropranolol Glucuronide'],['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O']
1213,EX_4oh_trz(e),,,,,['4oh_trz[e]'],['4-Hydroxytriazolam'],['CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4Cl']
1214,EX_4oh_trz_glc(e),,,,,['4oh_trz_glc[e]'],['4-Hydroxy Triazolam Glucuronide'],[None]
1215,EX_4oh_vcz(e),,,,,['4oh_vcz[e]'],['4-Hydroxyvoriconazole'],['CC(C1=NC=NC=C1F)C(C2=C(C=C(C=C2)F)F)(C(N3C=NC=N3)O)O']
1216,EX_4oh_vcz_glc(e),,,,,['4oh_vcz_glc[e]'],['4-Hydroxyvoriconazole Glucuronide'],[None]
1217,EX_4ohmdz(e),,,,,['4ohmdz[e]'],['4-OH-midazolam'],[None]
1218,EX_5asa(e),,,,,['5asa[e]'],['5-Aminosalicylic Acid (Mesalamine)'],[None]
1219,EX_5fura(e),,,,,['5fura[e]'],['5-Fluorouracil'],['C1=C(C(=O)NC(=O)N1)F']
1220,EX_5mta(e),,,,,['5mta[e]'],['5-Methylthioadenosine'],['CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O']
1221,EX_5mthf(e),,,,,['5mthf[e]'],['5-Methyltetrahydrofolate'],['CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O']
1222,EX_5oh_sulfp(e),,,,,['5oh_sulfp[e]'],['5-Hydroxy-Sulfapyridine'],[None]
1223,EX_5oh_sulfp_glc(e),,,,,['5oh_sulfp_glc[e]'],['5-Hydroxy-Sulfapyridine-O-Glucuronide'],[None]
1224,EX_5ohfvs(e),,,,,['5ohfvs[e]'],['5-hydroxy-fluvastatin'],['CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)(O)O)C3=CC=C(C=C3)F']
1225,EX_5ohfvsglu(e),,,,,['5ohfvsglu[e]'],['5-hydroxy-fluvastatin-glucuronide'],[None]
1226,EX_6bhglz(e),,,,,['6bhglz[e]'],['6-beta-OH-gliclazide'],[None]
1227,EX_6bhglzglc(e),,,,,['6bhglzglc[e]'],['6-beta-OH-gliclazide-glucuronide'],[None]
1228,EX_6ohfvs(e),,,,,['6ohfvs[e]'],['6-hydroxy-fluvastatin'],[None]
1229,EX_6ohfvsglu(e),,,,,['6ohfvsglu[e]'],['6-hydroxy-fluvastatin-glucuronide'],[None]
1230,EX_7bhglz(e),,,,,['7bhglz[e]'],['7-beta-OH-gliclazide'],[None]
1231,EX_7bhglzglc(e),,,,,['7bhglzglc[e]'],['7-beta-OH-gliclazide-glucuronide'],[None]
1232,EX_7dhcdchol(e),,,,,['7dhcdchol[e]'],['7-Dehydrochenodeoxycholate'],['CC(CCC(=O)[O-])C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C']
1233,EX_7ocholate(e),,,,,['7ocholate[e]'],"['3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate']",['CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2C(=O)CC4C3(CCC(C4)O)C)O)C']
1234,EX_7oh_efv(e),,,,,['7oh_efv[e]'],['7-hydroxy-Efavirenz'],[None]
1235,EX_7oh_efv_glc(e),,,,,['7oh_efv_glc[e]'],['7-hydroxy-Efavirenz Glucuronide'],[None]
1236,EX_814dioh_efv(e),,,,,['814dioh_efv[e]'],"['8,14-Dihydroxyefavirenz']",['C1CC1(C#CC2(C3=C(C(=CC(=C3)Cl)O)NC(=O)O2)C(F)(F)F)O']
1237,EX_814dioh_efv_glc(e),,,,,['814dioh_efv_glc[e]'],"['8,14-Dihydroxyefavirenz Glucuronide']",[None]
1238,EX_8oh_efv(e),,,,,['8oh_efv[e]'],['8-hydroxy-Efavirenz'],['C1CC1C#CC2(C3=C(C(=CC(=C3)Cl)O)NC(=O)O2)C(F)(F)F']
1239,EX_8oh_efv_glc(e),,,,,['8oh_efv_glc[e]'],['8-hydroxy-Efavirenz Glucuronide'],[None]
1240,EX_C02528(e),,,,2.1.1.13,['C02528[e]'],['chenodeoxycholate'],['CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C']
1241,EX_Lcyst(e),,,,,['Lcyst[e]'],['L-cysteate(1-)'],['C(C(C(=O)[O-])[NH3+])S(=O)(=O)[O-]']
1242,EX_N_oh_phtn(e),,,,,['N_oh_phtn[e]'],['N-Hydroxylated Phenacetin'],[None]
1243,EX_N_oh_phtn_glc(e),,,,,['N_oh_phtn_glc[e]'],['N-Hydroxylated Phenacetin Glucuronide'],[None]
1244,EX_R_6oh_warf(e),,,,,['R_6oh_warf[e]'],['R-6-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3)O)OC2=O)O']
1245,EX_R_6oh_warf_glc(e),,,,,['R_6oh_warf_glc[e]'],['R-6-Hydroxywarfarin Glucuronate'],[None]
1246,EX_R_7oh_warf(e),,,,,['R_7oh_warf[e]'],['R-7-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=C(C=C3)O)OC2=O)O']
1247,EX_R_7oh_warf_glc(e),,,,,['R_7oh_warf_glc[e]'],['R-7-Hydroxy Warfarin Glucuronate'],[None]
1248,EX_R_8oh_warf(e),,,,,['R_8oh_warf[e]'],['R-8-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C(=CC=C3)O)OC2=O)O']
1249,EX_R_8oh_warf_glc(e),,,,,['R_8oh_warf_glc[e]'],['R-8-Hydroxywarfarin Glucuronate'],[None]
1250,EX_S_4oh_warf(e),,,,,['S_4oh_warf[e]'],['S-4-Hydroxywarfarin'],[None]
1251,EX_S_4oh_warf_glc(e),,,,,['S_4oh_warf_glc[e]'],['S-4-Hydroxywarfarin Glucuronate'],[None]
1252,EX_S_6oh_warf(e),,,,,['S_6oh_warf[e]'],['S-6-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3)O)OC2=O)O']
1253,EX_S_6oh_warf_glc(e),,,,,['S_6oh_warf_glc[e]'],['S-6-Hydroxywarfarin Glucuronate'],[None]
1254,EX_ac(e),,,,,['ac[e]'],['Acetate'],['CC(=O)[O-]']
1255,EX_ac5asa(e),,,,,['ac5asa[e]'],['N-Acetyl-5-Aminosalicylic Acid'],['CC(=O)NC1=CC(=C(C=C1)O)C(=O)O']
1256,EX_ac_amn_b_gly(e),,,,,['ac_amn_b_gly[e]'],['Acetyl 4-Aminobenzoylglycine'],[None]
1257,EX_ac_amn_b_gly_glc(e),,,,,['ac_amn_b_gly_glc[e]'],['Acetyl 4-Aminobenzoylglycine Glucuronide'],[None]
1258,EX_acac(e),,,,,['acac[e]'],['Acetoacetate'],['CC(=O)CC(=O)[O-]']
1259,EX_acald(e),,,,,['acald[e]'],['Acetaldehyde'],['CC=O']
1260,EX_acgam(e),,,,,['acgam[e]'],['N-acetyl-D-glucosamine'],['CC(=O)NC1C(C(C(OC1O)CO)O)O']
1261,EX_acisnzd(e),,,,,['acisnzd[e]'],['N-Acetylisoniazid'],['CC(=O)NNC(=O)C1=CC=NC=C1']
1262,EX_acmp(e),,,,,['acmp[e]'],['acetaminophen/ paracetamol'],[None]
1263,EX_acmp_glc(e),,,,,['acmp_glc[e]'],['Acetaminophen Glucuronide'],['CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O']
1264,EX_acmpglu(e),,,,,['acmpglu[e]'],['Acetaminophen glucuronide'],['CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O']
1265,EX_adn(e),,,,,['adn[e]'],['Adenosine'],['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N']
