,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,KEGG_id2,BIGG_id,Substrates,Substrate Name,Substrate SMILE,ecNumber
318,ALPZ_AOHtex,Alpha-Hydroxyalprazolam diffusion extracellular to periplasm,None,None,None,None,None,['alpz_aoh[e]'],['Alpha-Hydroxyalprazolam'],['C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO'],None
319,ALTRH,altronate hydrolase,rxn01122,MNXR686,None,R01540,ALTRH,['altrn[c]'],['D-Altronate'],['C(C(C(C(C(C(=O)[O-])O)O)O)O)O'],[['4.2.1.7']]
320,AM14_GLC_GLCAASEepp,"Desmethylalfentanil Glucuronide (AM14 Glucuronide) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['am14_glc[p]', 'h2o[p]']","['Desmethylalfentanil Glucuronide (AM14 Glucuronide)', 'Water']","[None, 'O']",None
321,AM14_GLCtex,Desmethylalfentanil Glucuronide (AM14 Glucuronide) diffusion extracellular to periplasm,None,None,None,None,None,['am14_glc[e]'],['Desmethylalfentanil Glucuronide (AM14 Glucuronide)'],[None],None
322,AM14tex,Desmethylalfentanil (AM14) diffusion extracellular to periplasm,None,None,None,None,None,['am14[e]'],['Desmethylalfentanil (AM14)'],[None],None
323,AM1CCStex,AM1c (cyclosporine) diffusion extracellular to periplasm,None,None,None,None,None,['am1ccs[e]'],['AM1c (cyclosporine)'],[None],None
324,AM1CGLC_GLCAASEepp,"AM1c-glucuronide (cyclosporine) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['am1cglc[p]', 'h2o[p]']","['AM1c-glucuronide (cyclosporine)', 'Water']","[None, 'O']",None
325,AM1CGLCtex,AM1c-glucuronide (cyclosporine) diffusion extracellular to periplasm,None,None,None,None,None,['am1cglc[e]'],['AM1c-glucuronide (cyclosporine)'],[None],None
326,AM5_GLC_GLCAASEepp,"N-(4-Hydroxyphenyl)Propanamide Glucuronide (AM5 Glucuronide) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['am5_glc[p]', 'h2o[p]']","['N-(4-Hydroxyphenyl)Propanamide Glucuronide (AM5 Glucuronide)', 'Water']","[None, 'O']",None
327,AM5_GLCtex,N-(4-Hydroxyphenyl)Propanamide Glucuronide (AM5 Glucuronide) diffusion extracellular to periplasm,None,None,None,None,None,['am5_glc[e]'],['N-(4-Hydroxyphenyl)Propanamide Glucuronide (AM5 Glucuronide)'],[None],None
328,AM5tex,N-(4-Hydroxyphenyl)Propanamide (AM5) diffusion extracellular to periplasm,None,None,None,None,None,['am5[e]'],['N-(4-Hydroxyphenyl)Propanamide (AM5)'],[None],None
329,AM6_GLC_GLCAASEepp,"Desmethylnoralfentanil Glucuronide (AM6 Glucuronide) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['am6_glc[p]', 'h2o[p]']","['Desmethylnoralfentanil Glucuronide (AM6 Glucuronide)', 'Water']","[None, 'O']",None
330,AM6_GLCtex,Desmethylnoralfentanil Glucuronide (AM6 Glucuronide) diffusion extracellular to periplasm,None,None,None,None,None,['am6_glc[e]'],['Desmethylnoralfentanil Glucuronide (AM6 Glucuronide)'],[None],None
331,AM6tex,Desmethylnoralfentanil (AM6) diffusion extracellular to periplasm,None,None,None,None,None,['am6[e]'],['Desmethylnoralfentanil (AM6)'],[None],None
332,AMALT1,Amylomaltase (maltotriose),rxn08126,MNXR94163,None,R01555; R06040; R07516,AMALT1; MLTG1; MPL,"['malt[c]', 'malttr[c]']","['Maltose', 'maltotriose']","['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O']","[['2.4.1.25'], ['3.2.1.20'], ['2.4.1.8']]"
333,AMALT2,Amylomaltase (maltotetraose),rxn08127,MNXR94164,None,R01555; R06040; R07516,AMALT1; AMALT2; MLTG1; MPL,"['malt[c]', 'maltttr[c]']","['Maltose', 'Maltotetraose']","['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O']","[['2.4.1.25'], ['2.4.1.25'], ['3.2.1.20'], ['2.4.1.8']]"
334,AMALT3,Amylomaltase (maltopentaose),rxn08128,MNXR94165,None,R01555; R06040; R07516,AMALT1; AMALT2; AMALT3; MLTG1; MPL,"['malt[c]', 'maltpt[c]']","['Maltose', 'maltopentaose']","['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O', None]","[['2.4.1.25'], ['2.4.1.25'], ['2.4.1.25'], ['3.2.1.20'], ['2.4.1.8']]"
335,AMALT4,Amylomaltase (maltohexaose),rxn08129,MNXR94166,None,None,AMALT4,"['malt[c]', 'malthx[c]']","['Maltose', 'Maltohexaose']","['C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O']",[['2.4.1.25']]
336,AMAOTr,adenosylmethionine-8-amino-7-oxononanoate transaminase,rxn02312,MNXR700,None,R03231,AMAOT; AMAOTr; BIO3,"['8aonn[c]', 'amet[c]']","['8-Amino-7-oxononanoate', 'S-Adenosyl-L-methionine']","['CC(C(=O)CCCCCC(=O)[O-])N', 'C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O']","[['2.6.1.62'], ['2.6.1.62'], None]"
337,AMID,amidase,rxn02275,MNXR81677,None,R03180,AMD2_1; AMID; YMR293C,"['4gudbd[c]', 'h2o[c]']","['4-Guanidinobutanamide', 'Water']","['C(CC(=O)N)CN=C(N)N', 'O']","[None, ['3.5.1.4'], None]"
338,AMID2,amidase,rxn01843,MNXR81678,None,R02540,AMD2_2; AMID2,"['h2o[c]', 'pad[c]']","['Water', '2-Phenylacetamide']","['O', 'C1=CC=C(C=C1)CC(=O)N']","[None, ['3.5.1.11', '3.5.1.4']]"
339,AMID4,amidase,rxn00231,MNXR81680,None,R00321,AMID4,"['ad[c]', 'h2o[c]']","['Acetamide', 'Water']","['CC(=O)N', 'O']",[['3.5.1.4']]
340,AMID5,amidase,rxn03839,MNXR81681,None,R05551,AMID5,"['aa[c]', 'h2o[c]']","['Acrylamide', 'Water']","['C=CC(=O)N', 'O']",[['3.5.1.4']]
341,AMIO_C_GLC_GLCAASEepp,"Carboxylamiodarone Glucuronide (M19) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['amio_c_glc[p]', 'h2o[p]']","['Carboxylamiodarone Glucuronide (M19)', 'Water']","[None, 'O']",None
342,AMIO_C_GLCtex,Carboxylamiodarone Glucuronide (M19) diffusion extracellular to periplasm,None,None,None,None,None,['amio_c_glc[e]'],['Carboxylamiodarone Glucuronide (M19)'],[None],None
343,AMIO_Ctex,Carboxylamiodarone (M12) diffusion extracellular to periplasm,None,None,None,None,None,['amio_c[e]'],['Carboxylamiodarone (M12)'],[None],None
344,AMIO_GLC_GLCAASEepp,"Amiodarone Glucuronide (M16) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['amio_glc[p]', 'h2o[p]']","['Amiodarone Glucuronide (M16)', 'Water']","[None, 'O']",None
345,AMIO_GLCtex,Amiodarone Glucuronide (M16) diffusion extracellular to periplasm,None,None,None,None,None,['amio_glc[e]'],['Amiodarone Glucuronide (M16)'],[None],None
346,AMIOtex,Amiodarone diffusion extracellular to periplasm,None,None,None,None,None,['amio[e]'],['Amiodarone'],['CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I'],None
347,AMMQT8r,S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 8),rxn10094,MNXR68360,None,None,AMMQT8_2,"['2dmmq8[c]', 'amet[c]']","['2-Demethylmenaquinone 8', 'S-Adenosyl-L-methionine']","['CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C', 'C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O']",[None]
348,AMNTD_M6_GLC_GLCAASEepp,"Amantadine M6 Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['amntd_m6_glc[p]', 'h2o[p]']","['Amantadine M6 Glucuronide', 'Water']","[None, 'O']",None
349,AMNTD_M6_GLCtex,Amantadine M6 Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['amntd_m6_glc[e]'],['Amantadine M6 Glucuronide'],[None],None
350,AMNTD_M6tex,Oxidation Product Of M3 M6 diffusion extracellular to periplasm,None,None,None,None,None,['amntd_m6[e]'],['Oxidation Product Of M3 M6'],[None],None
351,AMN_B_GLY_GLC_GLCAASEepp,"4-Aminobenzoylglycine Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['amn_b_gly_glc[p]', 'h2o[p]']","['4-Aminobenzoylglycine Glucuronide', 'Water']","[None, 'O']",None
352,AMN_B_GLY_GLCtex,4-Aminobenzoylglycine Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['amn_b_gly_glc[e]'],['4-Aminobenzoylglycine Glucuronide'],[None],None
353,AMN_B_GLYtex,4-Aminobenzoylglycine diffusion extracellular to periplasm,None,None,None,None,None,['amn_b_gly[e]'],['4-Aminobenzoylglycine'],[None],None
354,AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,rxn08131,MNXR68362,None,None,AMPMS2,"['air[c]', 'h2o[c]', 'nad[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'Water', 'Nicotinamide adenine dinucleotide']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']",[None]
355,AMPMS3,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,rxn20643,None,None,R03472,None,"['air[c]', 'amet[c]']","['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'S-Adenosyl-L-methionine']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O']",None
356,AMPN,AMP nucleosidase,rxn00131,MNXR68363,None,R00182,None,"['amp[c]', 'h2o[c]']","['AMP', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'O']",3.2.2.4
357,AMPSO3OXi,"AMP,sulfite:(FAD) oxidoreductase, irreversible",None,None,None,None,None,"['amp[c]', 'fad[c]', 'h[c]', 'so3[c]']","['AMP', 'Flavin adenine dinucleotide oxidized', 'proton', 'Sulfite']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', None, '[H+]', '[O-]S(=O)[O-]']",None
358,AMPTASECG,Alanyl Aminopeptidase (Cys-Gly),rxn00650,MNXR95828,R00899,R00899,AMPTASECG; TRIA,"['cgly[c]', 'h2o[c]']","['L-cysteinylglycine', 'Water']","['C(C(C(=O)NCC(=O)O)N)S', 'O']","[['3.4.11.1', '3.4.11.2', '3.4.11.23', '3.4.13.-', '3.4.13.18'], None]"
359,AMPTASEGC,Gly-Cys aminopeptidase,rxn12844,MNXR29604,None,None,None,"['glycys[c]', 'h2o[c]']","['Gly-Cys', 'Water']","['C(C(C(=O)O)NC(=O)CN)S', 'O']",None
360,AMY1epp,"Alpha-Amylase, Extracellular (Strch1 -> Strch2), periplasmatic",None,None,None,None,None,"['h2o[p]', 'strch1[p]']","['Water', 'starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})']","['O', None]",None
361,AMY2epp,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4), periplasmatic",None,None,None,None,None,"['glygn2[p]', 'h2o[p]']","['glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})', 'Water']","[None, 'O']",None
362,AMYLOPECT900tex,"Amylopectin, 900 repeat units diffusion extracellular to periplasm",None,None,None,None,None,['amylopect900[e]'],"['Amylopectin, 900 repeat units']",[None],None
363,AMYLOPECTepp,"Amylopectin hydrolysis, periplasmatic",None,None,None,None,None,"['amylopect900[p]', 'h2o[p]']","['Amylopectin, 900 repeat units', 'Water']","[None, 'O']",None
364,AMYLOSE300tex,"amylose (n=300 repeat units, alpha-1,4-glc) diffusion extracellular to periplasm",None,None,None,None,None,['amylose300[e]'],"['amylose (n=300 repeat units, alpha-1,4-glc)']",[None],None
365,AMYLepp,"amylose hydrolysis by alpha-1,4-amylase, periplasmatic",None,None,None,None,None,"['amylose300[p]', 'h2o[p]']","['amylose (n=300 repeat units, alpha-1,4-glc)', 'Water']","[None, 'O']",None
366,ANPRT,anthranilate phosphoribosyltransferase,rxn00791,MNXR68365,None,R01073,ANPRT; TRP4,"['anth[c]', 'prpp[c]']","['anthranilate', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C1=CC=C(C(=C1)C(=O)O)N', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']","[['2.4.2.18'], None]"
367,ANS,anthranilate synthase,rxn00727,MNXR32743,None,R00986,ANS; ANS1; TRP2_1; TRP3_1,"['chor[c]', 'gln_L[c]']","['chorismate', 'L-glutamine']","['C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O', 'C(CC(=O)N)C(C(=O)O)N']","[['4.1.3.27'], ['4.1.3.27'], None, None]"
368,ANS2,anthranilate synthase 2,rxn00726,MNXR81688,None,R00985,ANS2,"['chor[c]', 'nh4[c]']","['chorismate', 'Ammonium']","['C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O', '[NH4+]']",[['4.1.3.27']]
369,ANZPtex,7-Amino Nitrozepam diffusion extracellular to periplasm,None,None,None,None,None,['anzp[e]'],['7-Amino Nitrozepam'],[None],None
370,AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),rxn02666,MNXR68366,None,R03758,AOBUTDs,"['2aobut[c]', 'h[c]']","['L-2-amino-3-oxobutanoic acid', 'proton']","['CC(=O)C(C(=O)O)N', '[H+]']",[['1.1.1.381']]
371,AOXSr,8-amino-7-oxononanoate synthase,rxn02297,MNXR733,None,R03210,AOXS; AOXSir; AOXSr; U86,"['ala_L[c]', 'h[c]', 'pmcoa[c]']","['L-alanine', 'proton', 'Pimeloyl-CoA']","['CC(C(=O)O)N', '[H+]', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O']","[None, ['2.3.1.47'], ['2.3.1.47'], None]"
372,AOXSr2,8-amino-7-oxononanoate synthase (pimeloyl-ACP),None,None,None,None,None,"['ala_L[c]', 'h[c]', 'pmACP[c]']","['L-alanine', 'proton', 'Pimeloyl-ACP']","['CC(C(=O)O)N', '[H+]', None]",2.3.1.47
373,APIO_Dtex,D-Apiose (rare sugar in rhamnogalacturonan II) diffusion extracellular to periplasm,None,None,None,None,None,['apio_D[e]'],['D-Apiose (rare sugar in rhamnogalacturonan II)'],[None],None
374,APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,rxn02474,MNXR745,None,R03458,APRAUR; RIB7_2,"['5apru[c]', 'h[c]', 'nadph[c]']","['5-Amino-6-(5-phosphoribosylamino)uracil', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)(O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']","[['1.1.1.193'], None]"
375,ARABASE3epp,"arabinotriose arabinosidase, periplasmatic",None,None,None,None,None,"['arabttr[p]', 'h2o[p]']","['Arabinotriose', 'Water']","['C(C1C(C(C(O1)OCC2C(C(C(O2)OCC3C(C(C(O3)O)O)O)O)O)O)O)O', 'O']",None
376,ARABINAN101tex,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>",None,None,None,None,None,['arabinan101[e]'],['Arabinan'],['CCC1C(C(C(O1)OCC2C(C(C(O2)OCC3C(C(C(O3)OCC4C(C(C(O4)OCC5C(C(C(O5)OCC6C(C(C(O6)C)O)C)O)OC7C(C(C(O7)CO)O)O)O)O)O)OC8C(C(C(O8)CO)O)O)O)OC9C(C(C(O9)CO)O)O)O)O'],None
377,ARABINANASEepp,"Arabinan degradation, extracellular, periplasmatic",None,None,None,None,None,"['arabinan101[p]', 'h2o[p]']","['Arabinan', 'Water']","['CCC1C(C(C(O1)OCC2C(C(C(O2)OCC3C(C(C(O3)OCC4C(C(C(O4)OCC5C(C(C(O5)OCC6C(C(C(O6)C)O)C)O)OC7C(C(C(O7)CO)O)O)O)O)O)OC8C(C(C(O8)CO)O)O)O)OC9C(C(C(O9)CO)O)O)O)O', 'O']",None
378,ARABINOGALASEepp,"Arabinogalactan degradation by beta-galactosidase, endo-arabinofuranosidase and beta-glucuronidase, extracellular/periplasmatic,... <Preview truncated at 128 characters>",None,None,None,None,None,"['arabinogal[p]', 'h2o[p]']","['Larch arabinogalactan', 'Water']","['CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)OC)O)O)OC)O)O', 'O']",None
379,ARABINOGALtex,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000 diffusion extracellular to periplasm",None,None,None,None,None,['arabinogal[e]'],['Larch arabinogalactan'],['CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)OC)O)O)OC)O)O'],None
380,ARABINOXYL_DEGepp,"Arabinoxylan degradation, gut microbiota specific, periplasmatic",None,None,None,None,None,"['arabinoxyl[p]', 'h2o[p]']","['Arabinoxylan', 'Water']","[None, 'O']",None
381,ARABINOXYLtex,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D diffusion extracellular to periplasm",None,None,None,None,None,['arabinoxyl[e]'],['Arabinoxylan'],[None],None
382,ARABTTRtex,Arabinotriose diffusion extracellular to periplasm,None,None,None,None,None,['arabttr[e]'],['Arabinotriose'],['C(C1C(C(C(O1)OCC2C(C(C(O2)OCC3C(C(C(O3)O)O)O)O)O)O)O)O'],None
383,ARAB_Ltex,L-arabinose diffusion extracellular to periplasm,None,None,None,None,None,['arab_L[e]'],['L-arabinose'],['C1C(C(C(C(O1)O)O)O)O'],None
384,ARAI,L-arabinose isomerase,rxn01292,MNXR5440,None,R01761,ARAI,['arab_L[c]'],['L-arabinose'],['C1C(C(C(C(O1)O)O)O)O'],"[['5.3.1.4', '5.3.1.5']]"
385,ARBabcpp,"L-arabinose transport via ABC system, periplasmatic",None,None,None,None,None,"['arab_L[p]', 'atp[c]', 'h2o[c]']","['L-arabinose', 'ATP', 'Water']","['C1C(C(C(C(O1)O)O)O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']",None
386,ARGDC,arginine decarboxylase,rxn00405,MNXR778,None,R00566,ARGDC; ARGDCpp,"['arg_L[c]', 'h[c]']","['L-arginine', 'proton']","['C(CC(C(=O)O)N)CN=C(N)N', '[H+]']","[['4.1.1.19'], ['4.1.1.19']]"
387,ARGN,Arginase,rxn00394,MNXR95945,R00551,R00551,None,"['arg_L[c]', 'h2o[c]']","['L-arginine', 'Water']","['C(CC(C(=O)O)N)CN=C(N)N', 'O']",3.5.3.1
388,ARGSL,Argininosuccinate Lyase,rxn00802,MNXR95948,R01086,R01086,None,['argsuc[c]'],['N(omega)-(L-Arginino)succinate'],['C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O'],4.3.2.1
389,ARGSS,Argininosuccinate Synthase,None,MNXR95949,R01954,None,None,"['asp_L[c]', 'atp[c]', 'citr_L[c]']","['L-aspartate', 'ATP', 'L-citrulline']","['C(C(C(=O)O)N)C(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(C(=O)O)N)CNC(=O)N']",6.3.4.5
390,ARSENBabcpp,"arsenobetaine transport in via ABC system, periplasmatic",None,None,None,None,None,"['arsenb[p]', 'atp[c]', 'h2o[c]']","['Arsenobetaine', 'ATP', 'Water']","['C[As+](C)(C)CC(=O)[O-]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']",None
391,ARSENBtex,Arsenobetaine diffusion extracellular to periplasm,None,None,None,None,None,['arsenb[e]'],['Arsenobetaine'],['C[As+](C)(C)CC(=O)[O-]'],None
392,AS3TASE_HS1pp,"N-acetylglucosamine-3-sulfatase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_4[p]']","['Water', 'Heparan sulfate degradation product 4']","['O', None]",None
393,AS3TASE_HS2pp,"N-acetylglucosamine-3-sulfatase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_9[p]']","['Water', 'Heparan sulfate degradation product 9']","['O', None]",None
394,AS6TASE_HS1pp,"N-acetylglucosamine-6-sulfatase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_3[p]']","['Water', 'Heparan sulfate degradation product 3']","['O', None]",None
395,AS6TASE_HS2pp,"N-acetylglucosamine-6-sulfatase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_8[p]']","['Water', 'Heparan sulfate degradation product 8']","['O', None]",None
396,ASAD,aspartate-semialdehyde dehydrogenase,rxn01643,MNXR832,None,R02291,ASAD; ASADi; HOM2,"['aspsa[c]', 'nadp[c]', 'pi[c]']","['L-Aspartate 4-semialdehyde', 'Nicotinamide adenine dinucleotide phosphate', 'hydrogenphosphate']","['C(C=O)C(C(=O)[O-])[NH3+]', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'OP(=O)([O-])[O-]']","[['1.2.1.11'], ['1.2.1.11'], None]"
397,ASNS1,Asparagine Synthase (Glutamine-Hydrolysing),rxn00416,MNXR96059,R00578,R00578,ASN1; ASN2; ASNS1,"['asp_L[c]', 'atp[c]', 'gln_L[c]', 'h2o[c]']","['L-aspartate', 'ATP', 'L-glutamine', 'Water']","['C(C(C(=O)O)N)C(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)N', 'O']","[None, None, ['6.3.5.4']]"
398,ASNS2,asparagine synthetase,rxn00340,MNXR81756,None,R00483,ASNS2,"['asp_L[c]', 'atp[c]', 'nh4[c]']","['L-aspartate', 'ATP', 'Ammonium']","['C(C(C(=O)O)N)C(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', '[NH4+]']","[['6.3.1.1', '6.3.5.4']]"
399,ASP1DC,Aspartate 1-Decarboxylase,rxn00346,MNXR96077,R00489,R00489,ASP1DC; U98,"['asp_L[c]', 'h[c]']","['L-aspartate', 'proton']","['C(C(C(=O)O)N)C(=O)O', '[H+]']","[['4.1.1.11', '4.1.1.15'], None]"
400,ASP4DC,L-aspartate 4-carboxy-lyase (L-alanine-forming),rxn00279,None,None,R00397,None,"['asp_L[c]', 'h[c]']","['L-aspartate', 'proton']","['C(C(C(=O)O)N)C(=O)O', '[H+]']",None
401,ASPCT,aspartate carbamoyltransferase,rxn01018,MNXR96080,R01397,R01397,ASPCT; ASPCTn; URA2_1,"['asp_L[c]', 'cbp[c]']","['L-aspartate', 'Carbamoyl phosphate']","['C(C(C(=O)O)N)C(=O)O', 'C(=O)(N)OP(=O)(O)O']","[['2.1.3.2'], ['2.1.3.2'], None]"
402,ASPKi,"aspartate kinase, irreversible",None,None,None,None,None,"['asp_L[c]', 'atp[c]']","['L-aspartate', 'ATP']","['C(C(C(=O)O)N)C(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']",None
403,ASPO1,L-aspartate oxidase,rxn00262,MNXR81763,None,R00357,ASPO1; ASPO7,"['asp_L[c]', 'h2o[c]', 'o2[c]']","['L-aspartate', 'Water', 'O2']","['C(C(C(=O)O)N)C(=O)O', 'O', 'O=O']","[['1.4.3.16', '1.4.3.2'], ['1.4.3.16', '1.4.3.2']]"
404,ASPO6,L-aspartate oxidase,rxn00338,MNXR81767,None,R00481,ASPO6,"['asp_L[c]', 'o2[c]']","['L-aspartate', 'O2']","['C(C(C(=O)O)N)C(=O)O', 'O=O']",[['1.4.3.16']]
405,ASPO7,L-aspartate oxidase,None,None,None,None,None,"['asp_L[c]', 'fmn[c]']","['L-aspartate', 'FMN']","['C(C(C(=O)O)N)C(=O)O', 'CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O']",1.4.3.16
406,ASPT,L-aspartase,rxn00347,MNXR96099,R00490,R00490,ASPT,['asp_L[c]'],['L-aspartate'],['C(C(C(=O)O)N)C(=O)O'],[['4.3.1.1']]
407,ASPTA,Aspartate Transaminase,rxn00260,MNXR96079,R00355,R00355,AAT1_1; AAT2_1; ASPTA; ASPTA1; ASPTA1r; ASPTAm; ASPTAp,"['akg[c]', 'asp_L[c]']","['2-Oxoglutarate', 'L-aspartate']","['C(CC(=O)O)C(=O)C(=O)O', 'C(C(C(=O)O)N)C(=O)O']","[None, None, ['2.6.1.1'], ['2.6.1.1'], None, ['2.6.1.1'], ['2.6.1.1']]"
408,ATPPRT,ATP phosphoribosyltransferase,rxn00789,MNXR68424,None,R01071,ATPPRT; ATPPRTr; HIS1,"['atp[c]', 'prpp[c]']","['ATP', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']","[['2.4.2.17'], ['2.4.2.17'], None]"
409,ATPS4pp,"ATP synthase (four protons for one ATP), periplasmatic",None,None,None,None,None,"['adp[c]', 'h[p]', 'pi[c]']","['ADP', 'proton', 'hydrogenphosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N', '[H+]', 'OP(=O)([O-])[O-]']",None
