organism,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,platform,species,file,ncbiid,kbaseid,seedid,taxa_id,imgid,phenotype,id,summary_rank
Lysinibacillus fusiformis ZB2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,,,,,1071.0,1492.0,1129.0,Laura Kutt,05/30/16,Kbase,fusiformis,fusiformis.json,1231627.0,kb|g.25748,Lysinibacillus fusiformis ZB2 (1231627.3),28031.0,2519899756.0,,fusiformis,species
Dysgonomonas gadei ATCC BAA-286,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,834.0,2280.0,1421.0,chenry,04/15/16,ModelSEED,gadei,gadei.json,742766.0,kb|g.3127,Dysgonomonas gadei ATCC BAA-286 (742766.3),156974.0,651324026.0,,gadei,species
Bifidobacterium gallicum DSM 20093,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,477.0,1523.0,1002.0,Ines Thiele,08/06/12,Kbase,gallicum,gallicum.json,561180.0,,Bifidobacterium gallicum DSM 20093 (561180.4),78342.0,2562617144.0,1.0,gallicum,species
Enterococcus gallinarum EG2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,871.0,1343.0,986.0,Laura Kutt,05/29/16,ModelSEED,gallinarum,gallinarum.json,565653.0,kb|g.2381,Enterococcus gallinarum EG2 (565653.4),1353.0,647533156.0,,gallinarum,species
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,711.0,1225.0,952.0,Laura Kutt,04/18/16,Kbase,gallolyticus,gallolyticus.json,981539.0,kb|g.3836,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143 (981539.3),315405.0,651053072.0,,gallolyticus,species
Lactococcus garvieae ATCC 49156,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,614.0,1188.0,890.0,Laura Kutt,04/18/16,Kbase,garvieae,garvieae.json,420889.0,kb|g.26658,Lactococcus garvieae ATCC 49156 (420889.6),1363.0,2511231101.0,,garvieae,species
Lactobacillus gasseri ATCC 33323,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,483.0,1163.0,870.0,Eugen Bauer,08/03/14,ModelSEED,gasseri,gasseri.json,324831.0,,Lactobacillus gasseri ATCC 33323 (324831.13),1596.0,639633030.0,5.0,gasseri,species
Lactobacillus gastricus PS3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,627.0,1199.0,958.0,Laura Kutt,04/18/16,Kbase,gastricus,gastricus.json,1144300.0,kb|g.24613,Lactobacillus gastricus PS3 (1144300.3),227942.0,2531839419.0,,gastricus,species
Ruminococcus gauvreauii DSM 19829,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,955.0,1275.0,1034.0,Laura Kutt,04/18/16,Kbase,gauvreauii,gauvreauii.json,1123075.0,kb|g.207264,,438033.0,,,gauvreauii,species
Leuconostoc gelidum JB7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Facultative anaerobe,"Saccharolytic, fermentative, nonproteolytic",Positive,,629.0,1170.0,908.0,Laura Kutt,04/18/16,Kbase,gelidum,gelidum.json,1229756.0,kb|g.25724,Leuconostoc gelidum JB7 (1229756.3),1244.0,2519899540.0,,gelidum,species
Actinomyces georgiae  DSM 6843,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,536.0,1068.0,860.0,chenry,04/15/16,Kbase,georgiae,georgiae.json,1120942.0,kb|g.207006,,52768.0,,,georgiae,species
Porphyromonas gingivalis W83,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Obligate anaerobe,"Asaccharolytic, proteolytic, fermentative",Negative,Pathogen,458.0,1036.0,870.0,Eugen Bauer,08/03/14,Kbase,gingivalis,gingivalis.json,242619.0,,Porphyromonas gingivalis W83 (242619.8),837.0,637000209.0,1.0,gingivalis,species
Corynebacterium glucuronolyticum ATCC 51867,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Facultative anaerobe,Saccharolytic,Positive,,720.0,1237.0,988.0,chenry,04/15/16,ModelSEED,glucuronolyticum,glucuronolyticum.json,548477.0,kb|g.2213,Corynebacterium glucuronolyticum ATCC 51867 (548477.4),39791.0,,,glucuronolyticum,species
Clostridium glycolicum ATCC 14880 = DSM 1288,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,986.0,1329.0,1012.0,Laura Kutt,04/18/16,ModelSEED,glycolicum,glycolicum.json,1121315.0,kb|g.207085,Clostridium glycolicum ATCC 14880 (1121315.3),,,,glycolicum,species
Ruminococcus gnavus ATCC 29149,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,768.0,2225.0,1339.0,Ines Thiele,06/25/12,Kbase,gnavus,gnavus.json,411470.0,,Ruminococcus gnavus ATCC 29149 (411470.6),,640963057.0,4.0,gnavus,species
Parabacteroides goldsteinii dnLKV18,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,949.0,1345.0,1056.0,chenry,04/15/16,ModelSEED,goldsteinii,goldsteinii.json,1235789.0,kb|g.31352,Parabacteroides goldsteinii dnLKV18 (1235789.3),328812.0,2563367169.0,,goldsteinii,species
,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Obligate anaerobe,"Saccharolytic, proteolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,Kbase,gonidiaformans,gonidiaformans.json,,,,849.0,,,gonidiaformans,species
,Bacteria,,,,,,,,,,,,,,,,gordonii,gordonii.json,,,,,,,gordonii,species
Campylobacter gracilis RM3268,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Aerobe,Respiratory,Negative,,553.0,969.0,811.0,Laura Kutt,04/18/16,ModelSEED,gracilis,gracilis.json,553220.0,kb|g.2260,Campylobacter gracilis RM3268 (553220.3),824.0,645951857.0,,gracilis,species
Actinomyces graevenitzii  C83,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,529.0,1032.0,868.0,chenry,04/15/16,Kbase,graevenitzii,graevenitzii.json,435830.0,kb|g.26676,Actinomyces graevenitzii C83 (435830.3),55565.0,2513237375.0,,graevenitzii,species
Paenibacillus graminis C4D1M,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,1534.0,1769.0,1241.0,Laura Kutt,04/18/16,Kbase,graminis,graminis.json,396598.0,kb|g.1267,,189425.0,641736151.0,,graminis,species
Bacteroides graminisolvens DSM 19988,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,684.0,1239.0,985.0,chenry,04/15/16,Kbase,graminisolvens,graminisolvens.json,1121097.0,kb|g.207058,,477666.0,,,graminisolvens,species
Capnocytophaga granulosa ATCC 51502,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,518.0,1029.0,867.0,chenry,04/15/16,ModelSEED,granulosa,granulosa.json,641143.0,kb|g.32240,Capnocytophaga granulosa ATCC 51502 (641143.3),45242.0,2541046980.0,,granulosa,species
Propionibacterium granulosum DSM 20700,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,549.0,1169.0,946.0,chenry,04/15/16,Kbase,granulosum,granulosum.json,1160719.0,kb|g.207782,,33011.0,2602041680.0,,granulosum,species
Listeria grayi DSM 20601,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,766.0,1443.0,1031.0,Ines Thiele,06/25/12,ModelSEED,grayi,grayi.json,525367.0,,Listeria grayi DSM 20601 (525367.9),1641.0,2562617157.0,1.0,grayi,species
Leminorella grimontii ATCC 33999 = DSM 5078,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Leminorella,Facultative anaerobe,Fermentative,Negative,,947.0,1453.0,1092.0,Laura Kutt,04/18/16,Kbase,grimontii,grimontii.json,1005999.0,kb|g.206563,,82981.0,,,grimontii,species
Trabulsiella guamensis ATCC 49490,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella,Facultative anaerobe,"Fermentative, respiratory",Negative,,1130.0,1724.0,1176.0,Laura Kutt,04/18/16,ModelSEED,guamensis,guamensis.json,1005994.0,kb|g.244739,,158852.0,2588253800.0,,guamensis,species
Microbacterium gubbeenense  DSM 15944,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Facultative anaerobe,Saccharolytic,Positive,,707.0,1282.0,1017.0,chenry,04/15/16,ModelSEED,gubbeenense,gubbeenense.json,1122237.0,kb|g.207197,,159896.0,,,gubbeenense,species
Anaerostipes hadrus DSM 3319,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812.0,1704.0,1227.0,chenry,09/10/14,Kbase,hadrus,hadrus.json,649757.0,kb|g.32259,Anaerostipes hadrus DSM 3319 (649757.3),649756.0,2534681714.0,,hadrus,species
Gemella haemolysans ATCC 10379,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,514.0,1000.0,787.0,Laura Kutt,04/17/16,ModelSEED,haemolysans,haemolysans.json,546270.0,kb|g.2189,Gemella haemolysans ATCC 10379 (546270.5),1379.0,645058834.0,,haemolysans,species
Arcanobacterium haemolyticum DSM 20595,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,510.0,1056.0,847.0,chenry,04/15/16,Kbase,haemolyticum,haemolyticum.json,644284.0,kb|g.2746,Arcanobacterium haemolyticum DSM 20595 (644284.3),28264.0,646564505.0,,haemolyticum,species
,Bacteria,,,,,,,,,,,,,Laura Kutt,04/18/16,,haemolyticus,haemolyticus.json,,,,,,,haemolyticus,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Obligate anaerobe,,Positive,Commensal,,,,,,Kbase,hallii,hallii.json,,,Eubacterium hallii DSM 3353 (411469.3),39488.0,643886203.0,4.0,hallii,species
Bacillus halodurans C-125,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1052.0,1522.0,1118.0,Laura Kutt,04/17/16,Kbase,halodurans,halodurans.json,272558.0,kb|g.598,Bacillus halodurans C-125 (272558.1),86665.0,637000020.0,,halodurans,species
"Blautia hansenii VPI C7-24, DSM 20583",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,633.0,2055.0,1191.0,Ines Thiele,04/20/12,ModelSEED,hansenii,hansenii.json,537007.0,,Blautia hansenii DSM 20583 (537007.6),1322.0,2562617096.0,1.0,hansenii,species
Peptoniphilus harei ACS-146-V-Sch2b,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Obligate anaerobe,"Asaccharolytic, peptone and oligopeptides as main energy source",Positive,,513.0,1105.0,876.0,Laura Kutt,04/18/16,ModelSEED,harei,harei.json,908338.0,kb|g.3675,Peptoniphilus harei ACS-146-V-Sch2b (908338.3),54005.0,649989982.0,,harei,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,,,,Laura Kutt,,,hathewayi,hathewayi.json,,,Clostridium hathewayi 12489931 (999412.4),154046.0,2534682211.0,,hathewayi,species
,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,,,,helveticus,helveticus.json,,,,1587.0,,,helveticus,species
Escherichia hermannii NBRC 105704,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Facultative anaerobe,"Fermentative, respiratory",Negative,Commensal,1264.0,1693.0,1177.0,Laura Kutt,04/18/16,Kbase,hermannii,hermannii.json,1115512.0,kb|g.24323,Escherichia hermannii NBRC 105704 (1115512.3),565.0,2514752030.0,,hermannii,species
Lactobacillus hilgardii ATCC 8290,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,723.0,1791.0,1223.0,Ines Thiele,09/06/12,ModelSEED,hilgardii,hilgardii.json,1423757.0,,Lactobacillus hilgardii ATCC 8290 (525327.3),1588.0,643886044.0,1.0,hilgardii,species
Bordetella hinzii OH87 BAL007II,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Bradyrhizobiaceae,Bordetella,Aerobe,Respiratory,Negative,,1236.0,1557.0,1157.0,Laura Kutt,04/18/16,Kbase,hinzii,hinzii.json,1331262.0,kb|g.240068,,103855.0,,,hinzii,species
Succinatimonas hippei YIT 12066,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,1047.0,850.0,Ines Thiele,06/29/12,Kbase,hippei,hippei.json,762983.0,,Succinatimonas hippei YIT 12066 (762983.3),626938.0,649990019.0,4.0,hippei,species
Enterococcus hirae ATCC 9790,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,748.0,1185.0,911.0,Laura Kutt,04/18/16,Kbase,hirae,hirae.json,768486.0,kb|g.27747,Enterococcus hirae ATCC 9790 (768486.3),1354.0,2521172711.0,,hirae,species
Clostridium hiranonis TO-931 DSM 13275,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified Peptostreptococcaceae,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,574.0,1258.0,1011.0,Ines Thiele,08/06/12,Kbase,hiranonis,hiranonis.json,89152.0,,Clostridium hiranonis DSM 13275 (500633.7),,642979371.0,3.0,hiranonis,species
Grimontia hollisae CIP 101886,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Facultative anaerobe,"Fermentative, respiratory",Negative,,950.0,1492.0,1093.0,Laura Kutt,04/19/16,ModelSEED,hollisae,hollisae.json,675812.0,kb|g.2925,Grimontia hollisae CIP 101886 (675812.3),673.0,647000258.0,,hollisae,species
,Bacteria,,,,,,,,,,,,,,,,hominis,hominis.json,,,,,,1.0,hominis,species
Laribacter hongkongensis HLHK9,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Facultative anaerobe,"Asaccharolytic, nonfermentative",Negative,Pathogen,751.0,1266.0,987.0,Eugen Bauer,08/03/14,Kbase,hongkongensis,hongkongensis.json,557598.0,,Laribacter hongkongensis HLHK9 (557598.3),168471.0,643692026.0,2.0,hongkongensis,species
,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Facultative anaerobe,"Fermentative, respiratory",Negative,,,,,Laura Kutt,,,hormaechei,hormaechei.json,,,Enterobacter hormaechei YT2 (1259823.3),158836.0,,,hormaechei,species
Anaerococcus hydrogenalis DSM 7454,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,Obligate anaerobe,"Weakly saccharolytic, fermentative",Positive,Commensal,582.0,873.0,696.0,Ines Thiele,06/29/12,Kbase,hydrogenalis,hydrogenalis.json,561177.0,,Anaerococcus hydrogenalis DSM 7454 (561177.4),33029.0,642979323.0,4.0,hydrogenalis,species
"Anaerobaculum hydrogeniformans OS1, ATCC BAA-1850",Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Anaerobaculum,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,670.0,1030.0,825.0,Ines Thiele,06/29/12,Kbase,hydrogeniformans,hydrogeniformans.json,649746.0,,Anaerobaculum hydrogeniformans ATCC BAA-1850 (592015.5),649746.0,647000209.0,3.0,hydrogeniformans,species
Blautia hydrogenotrophica DSM 10507,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,827.0,1637.0,1177.0,Ines Thiele,08/06/12,ModelSEED,hydrogenotrophica,hydrogenotrophica.json,476272.0,,Blautia hydrogenotrophica DSM 10507 (476272.5),53443.0,643886199.0,1.0,hydrogenotrophica,species
Aeromonas hydrophila subsp. hydrophila ATCC 7966,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,1105.0,1588.0,1140.0,Laura Kutt,04/18/16,Kbase,hydrophila,hydrophila.json,380703.0,kb|g.26547,Aeromonas hydrophila subsp. hydrophila ATCC 7966 (380703.5),644.0,639633004.0,,hydrophila,species
Clostridium hylemonae DSM 15053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,919.0,1987.0,1329.0,Ines Thiele,08/06/12,ModelSEED,hylemonae,hylemonae.json,553973.0,,Clostridium hylemonae DSM 15053 (553973.6),89153.0,642979359.0,1.0,hylemonae,species
Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Microaerophile,"Non-fermentative, asaccharolytic",Negative,,578.0,1037.0,907.0,Laura Kutt,04/18/16,ModelSEED,hyointestinalis,hyointestinalis.json,1031746.0,kb|g.240203,,198.0,,,hyointestinalis,species
Megamonas hypermegale ART12/1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,902.0,1102.0,881.0,Ines Thiele,06/25/12,ModelSEED,hypermegale,hypermegale.json,657316.0,,Megamonas hypermegale ART12/1 (657316.3),158847.0,650377958.0,1.0,hypermegale,species
Alistipes indistinctus YIT 12060,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,703.0,2185.0,1393.0,Laura Kutt,04/17/16,ModelSEED,indistinctus,indistinctus.json,742725.0,kb|g.27472,Alistipes indistinctus YIT 12060 (742725.3),626932.0,2513237277.0,,indistinctus,species
Peptoniphilus indolicus ATCC 29427,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Obligate anaerobe,"Asaccharolytic, peptone and oligopeptides as main energy source",Positive,,540.0,1053.0,828.0,Laura Kutt,04/18/16,Kbase,indolicus,indolicus.json,997350.0,kb|g.28898,,33030.0,2513237301.0,,indolicus,species
Clostridium indolis DSM 755,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,1476.0,1430.0,1090.0,Laura Kutt,04/18/16,ModelSEED,indolis,indolis.json,1304881.0,kb|g.209340,,69825.0,2524614838.0,,indolis,species
Lactobacillus iners DSM 13335,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,395.0,929.0,725.0,Laura Kutt,04/18/16,ModelSEED,iners,iners.json,525328.0,kb|g.2008,Lactobacillus iners DSM 13335 (525328.4),147802.0,,,iners,species
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,590.0,1213.0,913.0,Ines Thiele,06/25/12,Kbase,infantarius,infantarius.json,471872.0,,Streptococcus infantarius subsp. infantarius ATCC BAA-102 (471872.6),102684.0,641736171.0,1.0,infantarius,species
,Bacteria,Firmicutes,Bacilli,,,,,,Positive,,,,,Laura Kutt,,Kbase,infantis,infantis.json,,,,,2554235446.0,,infantis,species
Haemophilus influenzae R2846,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,646.0,1200.0,949.0,,,ModelSEED,influenzae,influenzae.json,262727.0,kb|g.545,Haemophilus influenzae R2846 (262727.7),727.0,,,influenzae,species
Clostridium innocuum 2959,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Pathogen,1135.0,1286.0,975.0,Laura Kutt,04/18/16,Kbase,innocuum,innocuum.json,999413.0,kb|g.32468,Clostridium innocuum 2959 (999413.4),,2534682210.0,,innocuum,species
Scardovia inopinata F0304,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,455.0,1051.0,847.0,chenry,04/15/16,Kbase,inopinata,inopinata.json,641146.0,kb|g.2728,Scardovia inopinata F0304 (641146.3),78259.0,647533207.0,,inopinata,species
