,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,KEGG_id2,Substrate Name,Substrate SMILE
417,ADP1P,ADP:D-fructose-6-phosphate 1-phosphotransferase,rxn04043,None,None,None,PFK (adp),"['adp[c]', 'f6p[c]']",R05805,"['ADP', 'D-Fructose 6-phosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O']"
418,ADPRDP,ADPribose Diphosphatase,rxn00775,MNXR95480,None,3.6.1.13,ADPRDP,"['adprib[c]', 'h2o[c]']",R01054,"['ADPribose', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N', 'O']"
419,ADPT,Adenine Phosphoribosyltransferase,rxn00139,MNXR95482,R00190,"2.4.2.7, 2.4.2.8",ADPT; APT1; APT2,"['ade[c]', 'prpp[c]']",R00190,"['Adenine', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C1=NC2=NC=NC(=C2N1)N', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']"
420,ADSK,Adenylyl-Sulfate Kinase,rxn00361,MNXR95159,R00509,2.7.1.25,ADSK; ADSKr; MET14,"['aps[c]', 'atp[c]']",R00509,"['5-adenylyl sulfate(2-)', 'ATP']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
421,ADSL1r,adenylsuccinate lyase,rxn00800,MNXR95493,R01083,4.3.2.2,ADE13_2; ADSL1; ADSL1r,['dcamp[c]'],R01083,"['N6-(1,2-Dicarboxyethyl)-AMP']",['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O']
422,ADSL2r,adenylosuccinate lyase,rxn03136,MNXR95494,None,4.3.2.2,ADE13_1; ADSL2; ADSL2r,['25aics[c]'],R04559,['(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate'],['C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O']
423,ADSS,Adenylosuccinate Synthase,rxn00838,MNXR95495,R01135,6.3.4.4,ADE12; ADSS; ADSS_i,"['asp_L[c]', 'gtp[c]', 'imp[c]']",R01135,"['L-aspartate', 'GTP', 'IMP']","['C(C(C(=O)O)N)C(=O)O', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O']"
424,AGAGGCERH,N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide Hydrolase,rxn06752,None,None,None,None,"['M00064[c]', 'h2o[c]']",R04634; R06012,"['N-Acetyl-D-galactosaminyl-1,4-beta-N-acetylneuraminyl-2,3-alpha-D- galactosyl-1,4-beta-D-glucosylceramide', 'Water']","[None, 'O']"
425,AGDC,N-Acetylglucosamine-6-Phosphate Deacetylase,rxn01484,MNXR95528,R02059,3.5.1.25,AGDC; AGDC_r,"['acgam6p[c]', 'h2o[c]']",R02059,"['N-acetyl-D-glucosamine 6-phosphate(2-)', 'Water']","['CC(=O)NC1C(C(C(OC1O)COP(=O)([O-])[O-])O)O', 'O']"
426,AGLPET,Alkyl Acylglycerol Phosphoethanolamine Transferase,rxn07100,None,None,None,None,"['ak2g_hs[c]', 'cdpea[c]', 'h[c]']",R06364,"['1-alkyl 2-acylglycerol', 'CDP-ethanolamine(1-)', 'proton']","[None, 'C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC[NH3+])O)O', '[H+]']"
427,AGMHE,ADP-D-glycero-D-manno-heptose epimerase,rxn03511,MNXR74422,None,5.1.3.20,None,['adphep_DD[c]'],R05176,['ADP-D-glycero-D-manno-heptose'],['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N']
428,AGMT,agmatinase,rxn00858,MNXR558,None,3.5.3.11,AGMT,"['agm[c]', 'h2o[c]']",R01157,"['agmatinium(2+)', 'Water']","['C(CC[NH+]=C(N)N)C[NH3+]', 'O']"
429,AGPAT,Acetyl-CoA:1-alkyl-sn-glycero-3-phosphate 2-O-acetyltransferase,rxn06386,None,None,None,None,"['C03968[c]', 'accoa[c]', 'h[c]']",R03455,"['1-alkyl-sn-glycerol 3-phosphate(1-)', 'Acetyl-CoA', 'proton']","[None, 'CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', '[H+]']"
430,AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),rxn08083,MNXR68311,None,2.3.1.51,AGPAT120,"['1ddecg3p[c]', 'ddcaACP[c]']",None,"['1-acyl-sn-glycerol 3-phosphate(2-)', 'Dodecanoyl-ACP (n-C12:0ACP)']","[None, None]"
431,AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),rxn08084,MNXR81582,None,2.3.1.51,AGPAT140,"['1tdecg3p[c]', 'myrsACP[c]']",None,"['1-tetradecanoyl-sn-glycerol 3-phosphate', 'Myristoyl-ACP (n-C14:0ACP)']","['CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O', None]"
432,AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),rxn08085,MNXR68313,None,2.3.1.51,AGPAT141,"['1tdec7eg3p[c]', 'tdeACP[c]']",None,"['1-tetradec-7-enoyl-sn-glycerol 3-phosphate', 'cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)']","[None, None]"
433,AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),rxn08086,MNXR81583,None,2.3.1.51,AGPAT160,"['1hdecg3p[c]', 'palmACP[c]']",None,"['1-hexadecanoyl-sn-glycerol 3-phosphate', 'Palmitoyl-ACP (n-C16:0ACP)']","[None, None]"
434,AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),rxn08087,MNXR81585,None,2.3.1.51,AGPAT161,"['1hdec9eg3p[c]', 'hdeACP[c]']",None,"['1-hexadec-9-enoyl-sn-glycerol 3-phosphate', 'cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)']","[None, None]"
435,AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),rxn08088,MNXR81586,None,2.3.1.51,AGPAT180,"['1odecg3p[c]', 'ocdcaACP[c]']",None,"['1-octadecanoyl-sn-glycerol 3-phosphate', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O', None]"
436,AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),rxn08089,MNXR81588,None,2.3.1.51,AGPAT181,"['1odec11eg3p[c]', 'octeACP[c]']",None,"['1-octadec-11-enoyl-sn-glycerol 3-phosphate', 'cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)']","[None, None]"
437,AGPCAT,Acyl-CoA:1-O-alk-1-enyl-glycero-3-phosphocholine 2-O-acyltransferase,rxn06313,None,None,None,None,"['acoa[c]', 'agphchln[c]']",R03109,"['Acyl coenzyme A', '1-Alkenylglycerophosphocholine']","[None, None]"
438,AGPGT,GTP:alpha-D-glucose-1-phosphate guanylyltransferase,rxn00700,None,None,None,None,"['g1p[c]', 'gtp[c]', 'h[c]']",R00954,"['D-Glucose 1-phosphate', 'GTP', 'proton']","['C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N', '[H+]']"
439,AGPR,N-acetyl-g-glutamyl-phosphate reductase,rxn02465,MNXR571,None,1.2.1.38,AGPR; AGPRim,"['acg5sa[c]', 'nadp[c]', 'pi[c]']",R03443,"['2-acetamido-5-oxopentanoate', 'Nicotinamide adenine dinucleotide phosphate', 'hydrogenphosphate']","['CC(=O)NC(CCC=O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'OP(=O)([O-])[O-]']"
440,AHC,Adenosylhomocysteinase,rxn00141,MNXR578,None,3.3.1.1,AHC; AHCi; SAH1,"['ahcys[c]', 'h2o[c]']",R00192,"['S-Adenosyl-L-homocysteine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N', 'O']"
441,AHCYSNS_r,S-adenosylhomocysteine nucleosidase reversible,rxn00143,MNXR579,None,3.2.2.9,AHCYSNS,"['ahcys[c]', 'h2o[c]']",R00194,"['S-Adenosyl-L-homocysteine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N', 'O']"
442,AHEXASE3,Hexosaminidase,rxn00016,MNXR5635,None,3.2.1.52,HXAD,"['chtbs[c]', 'h2o[c]']",R00022,"['N,N-diacetylchitobiose', 'Water']","['CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O', 'O']"
443,AHMMPS,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,rxn09997,MNXR80464,None,None,None,"['air[c]', 'h2o[c]']",None,"['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'Water']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'O']"
444,AHPPM,"alpha-D-Hexose 1-phosphate 1,6-phosphomutase",rxn02379,None,None,None,None,['ahex1p[c]'],R03319,['alpha-D-Hexose 1-phosphate'],['C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O']
445,AICART,Phosphoribosylaminoimidazolecarboxamide Formyltransferase,rxn03137,MNXR95639,R04560,2.1.2.3,ADE16_1; ADE17_1; AICART,"['10fthf[c]', 'aicar[c]']",R04560,"['10-Formyltetrahydrofolate', '5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide']","['C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O', 'C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N']"
446,AIHPDCOATA,14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05452,MNXR53361,None,2.3.1.180,None,"['14mpalmACP[c]', 'coa[c]']",None,"['14-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
447,AIPDCOATA,12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05451,MNXR53360,None,2.3.1.180,None,"['12mmyrsACP[c]', 'coa[c]']",None,"['12-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
448,AIRC4,Phosphoribosylaminoimidazole carboxylase,rxn05229,MNXR79878,None,4.1.1.21,None,"['air[c]', 'atp[c]', 'hco3[c]']",None,"['5-amino-1-(5-phospho-D-ribosyl)imidazole', 'ATP', 'Bicarbonate']","['C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(=O)(O)[O-]']"
449,AKGS,2-Oxogluterate synthase,rxn08094,MNXR595,None,"1.2.4.2,1.8.1.4,2.3.1.61",AKGD; AKGDH; KGD1; TEST_AKGDH,"['co2[c]', 'nadh[c]', 'succoa[c]']",R08549,"['Carbon dioxide', 'Nicotinamide adenine dinucleotide - reduced', 'Succinyl-CoA']","['C(=O)=O', None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O']"
450,AKGt2rpp,"2-oxoglutarate reversible transport via symport, periplasmatic",None,None,None,None,None,"['akg[p]', 'h[p]']",None,"['2-Oxoglutarate', 'proton']","['C(CC(=O)O)C(=O)C(=O)O', '[H+]']"
451,AKGtex,2-Oxoglutarate diffusion extracellular to periplasm,None,None,None,None,None,['akg[e]'],None,['2-Oxoglutarate'],['C(CC(=O)O)C(=O)C(=O)O']
452,AKP1,alkaline phosphatase (Dihydroneopterin),rxn03167,MNXR603,None,3.1.3.1,AKP1; PHO8,"['ahdt[c]', 'h2o[c]']",R04620,"['7,8-dihydroneopterin 3-triphosphate(4-)', 'Water']","[None, 'O']"
453,ALAAH,N-Acyl-L-amino-acid amidohydrolase,rxn05953,None,None,None,None,"['aclamna[c]', 'h2o[c]']",R01263,"['N-Acyl-L-amino acid', 'Water']","[None, 'O']"
454,ALAALA,D-alanine--D-alanine ligase (EC 6.3.2.4),rxn00851,MNXR614,None,6.3.2.4,ALAALA; ALAALAr,"['ala_D[c]', 'atp[c]']",R01150,"['D-alanine', 'ATP']","['CC(C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
455,ALAASP1c,Hydrolysis of L-alanyl-L-aspartate,rxn12633,MNXR63966,None,3.4.11.23,MEAMP1(ala-asp),"['alaasp[c]', 'h2o[c]']",None,"['L-alanyl-L-aspartate', 'Water']","['CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]', 'O']"
456,ALAASPabcpp,"L-alanyl-L-aspartate transport via ABC system, periplasmatic",None,None,None,None,None,"['alaasp[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanyl-L-aspartate', 'ATP', 'Water']","['CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
457,ALAASPtex,L-alanyl-L-aspartate diffusion extracellular to periplasm,None,None,None,None,None,['alaasp[e]'],None,['L-alanyl-L-aspartate'],['CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]']
458,ALACI,(S)-2-Acetolactate isomerase,rxn02187,MNXR74397,None,"5.4.99.3,1.1.1.86",None,['alac_S[c]'],R03052,['(S)-2-Acetolactate'],['CC(=O)C(C)(C(=O)O)O']
459,ALAGLN1c,Hydrolysis of L-alanyl-L-glutamine,rxn12639,MNXR63967,None,3.4.11.23,MEAMP1(ala-gln),"['alagln[c]', 'h2o[c]']",None,"['L-alanyl-L-glutamine', 'Water']","['CC(C(=O)NC(CCC(=O)N)C(=O)O)N', 'O']"
460,ALAGLNabcpp,"L-alanyl-L-glutamine transport via ABC system, periplasmatic",None,None,None,None,None,"['alagln[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanyl-L-glutamine', 'ATP', 'Water']","['CC(C(=O)NC(CCC(=O)N)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
461,ALAGLNtex,L-alanyl-L-glutamine diffusion extracellular to periplasm,None,None,None,None,None,['alagln[e]'],None,['L-alanyl-L-glutamine'],['CC(C(=O)NC(CCC(=O)N)C(=O)O)N']
462,ALAGLU1c,Hydrolysis of L-alanyl-L-glutamate,rxn12640,MNXR46338,None,3.4.11.23,MEAMP1(ala-glu),"['alaglu[c]', 'h2o[c]']",None,"['L-alanyl-L-glutamate', 'Water']","['CC(C(=O)NC(CCC(=O)O)C(=O)O)N', 'O']"
463,ALAGLUabcpp,"L-alanyl-L-glutamate transport via ABC system, periplasmatic",None,None,None,None,None,"['alaglu[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanyl-L-glutamate', 'ATP', 'Water']","['CC(C(=O)NC(CCC(=O)O)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
464,ALAGLUtex,L-alanyl-L-glutamate diffusion extracellular to periplasm,None,None,None,None,None,['alaglu[e]'],None,['L-alanyl-L-glutamate'],['CC(C(=O)NC(CCC(=O)O)C(=O)O)N']
465,ALAGLY1c,Hydrolysis of L-alanylglycine,rxn12641,MNXR63968,None,3.4.11.23,MEAMP1(ala-gly),"['alagly[c]', 'h2o[c]']",None,"['L-alanylglycine', 'Water']","['CC(C(=O)NCC(=O)O)N', 'O']"
466,ALAGLYabcpp,"L-alanylglycine transport via ABC system, periplasmatic",None,None,None,None,None,"['alagly[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanylglycine', 'ATP', 'Water']","['CC(C(=O)NCC(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
467,ALAGLYtex,L-alanylglycine diffusion extracellular to periplasm,None,None,None,None,None,['alagly[e]'],None,['L-alanylglycine'],['CC(C(=O)NCC(=O)O)N']
468,ALAHIS1c,Hydrolysis of L-alanyl-L-histidine,rxn12642,MNXR63969,None,3.4.11.23,MEAMP1(ala-his),"['alahis[c]', 'h2o[c]']",None,"['L-alanyl-L-histidine', 'Water']","['CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N', 'O']"
469,ALAHISabcpp,"L-alanyl-L-histidine transport via ABC system, periplasmatic",None,None,None,None,None,"['alahis[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanyl-L-histidine', 'ATP', 'Water']","['CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
470,ALAHIStex,L-alanyl-L-histidine diffusion extracellular to periplasm,None,None,None,None,None,['alahis[e]'],None,['L-alanyl-L-histidine'],['CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N']
471,ALALEU1c,Hydrolysis of L-alanyl-L-leucine,rxn12643,MNXR14387,None,3.4.11.23,MEAMP1(ala-leu),"['alaleu[c]', 'h2o[c]']",None,"['L-alanyl-L-leucine', 'Water']","['CC(C)CC(C(=O)O)NC(=O)C(C)N', 'O']"
472,ALALEUabcpp,"L-alanyl-L-leucine transport via ABC system, periplasmatic",None,None,None,None,None,"['alaleu[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanyl-L-leucine', 'ATP', 'Water']","['CC(C)CC(C(=O)O)NC(=O)C(C)N', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
473,ALALEUtex,L-alanyl-L-leucine diffusion extracellular to periplasm,None,None,None,None,None,['alaleu[e]'],None,['L-alanyl-L-leucine'],['CC(C)CC(C(=O)O)NC(=O)C(C)N']
474,ALAM,"(2S)-alpha-Leucine 2,3-aminomutase",rxn00807,None,None,None,None,['leu_L[c]'],R01091,['L-leucine'],['CC(C)CC(C(=O)O)N']
475,ALAPAT4tepp,"Transport of Alanine via Pat4, periplasmatic",None,None,None,None,None,['ala_L[p]'],None,['L-alanine'],['CC(C(=O)O)N']
476,ALAR,Alanine Racemase,rxn00283,MNXR95693,R00401,5.1.1.1,ALAR; ALARi,['ala_L[c]'],R00401,['L-alanine'],['CC(C(=O)O)N']
477,ALATA_L,L-Alanine Transaminase,rxn00191,MNXR95698,R00258,2.6.1.2,ALATA_L; ALATA_Lm; YDR111C; YLR089C,"['akg[c]', 'ala_L[c]']",R00258,"['2-Oxoglutarate', 'L-alanine']","['C(CC(=O)O)C(=O)C(=O)O', 'CC(C(=O)O)N']"
478,ALATHR1c,Hydrolysis of L-alanyl-L-threonine,rxn12644,MNXR80879,None,3.4.11.23,MEAMP1(ala-thr),"['alathr[c]', 'h2o[c]']",None,"['L-alanyl-L-threonine', 'Water']","['CC(C(C(=O)O)NC(=O)C(C)N)O', 'O']"
479,ALATHRabcpp,"L-alanyl-L-threonine transport via ABC system, periplasmatic",None,None,None,None,None,"['alathr[p]', 'atp[c]', 'h2o[c]']",None,"['L-alanyl-L-threonine', 'ATP', 'Water']","['CC(C(C(=O)O)NC(=O)C(C)N)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O']"
480,ALATHRtex,L-alanyl-L-threonine diffusion extracellular to periplasm,None,None,None,None,None,['alathr[e]'],None,['L-alanyl-L-threonine'],['CC(C(C(=O)O)NC(=O)C(C)N)O']
481,ALA_Dtex,D-alanine diffusion extracellular to periplasm,rxn08302,None,None,None,DALAtex,['ala_D[e]'],None,['D-alanine'],['CC(C(=O)O)N']
482,ALA_Ltex,L-alanine diffusion extracellular to periplasm,rxn08104,None,None,None,ALAtex; ALAtmi,['ala_L[e]'],None,['L-alanine'],['CC(C(=O)O)N']
483,ALAt2pp,"L-alanine transport in via proton symport, periplasmatic",None,None,None,None,None,"['ala_L[p]', 'h[p]']",None,"['L-alanine', 'proton']","['CC(C(=O)O)N', '[H+]']"
484,ALCD19,alcohol dehydrogenase (glycerol),rxn00763,MNXR68334,None,1.1.1.1,ALCD19,"['glyald[c]', 'h[c]', 'nadh[c]']",R01036,"['D-Glyceraldehyde', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C(C(C=O)O)O', '[H+]', None]"
485,ALCD2x,alcohol dehydrogenase (ethanol),rxn00543,MNXR95725,R00754,"1.1.1.1, 1.1.1.71",ADH1; ADH2; ADH3; ADH4; ADH5; ALCD1; ALCD2if; ALCD2ir; ALCD2irm; ALCD2m; ALCD2x; SFA1_2,"['etoh[c]', 'nad[c]']",R00754,"['Ethanol', 'Nicotinamide adenine dinucleotide']","['CCO', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
486,ALDD2x,"Aldehyde Dehydrogenase (Acetaldehyde, NAD)",rxn00506,MNXR95749,R00710,"1.2.1.3, 1.2.1.5",ALD2; ALD3; ALD4_1; ALDD2x; ALDD2xm; ALDD2xr,"['acald[c]', 'h2o[c]', 'nad[c]']",R00710,"['Acetaldehyde', 'Water', 'Nicotinamide adenine dinucleotide']","['CC=O', 'O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
487,ALDD8x,aldehyde dehydrogenase D glyceraldehyde NAD,None,None,None,None,None,"['glyald[c]', 'h2o[c]', 'nad[c]']",None,"['D-Glyceraldehyde', 'Water', 'Nicotinamide adenine dinucleotide']","['C(C(C=O)O)O', 'O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
488,ALKP,Alkaline Phosphatase,rxn00743,MNXR662,None,3.1.3.1,ALKP; ALKPr,"['dhap[c]', 'h2o[c]']",R01010,"['Dihydroxyacetone phosphate', 'Water']","['C(C(=O)COP(=O)(O)O)O', 'O']"
489,ALKP_R788epp,"Glycerone Phosphate Phosphohydrolase (Fostamatinib), periplasmatic",None,None,None,None,None,"['o2[p]', 'r788[p]']",None,"['O2', 'R788 (Fostamatinib)']","['O=O', 'CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C']"
490,ALLTN,allantoinase,rxn01748,MNXR81659,None,3.5.2.5,ALLTN; ALLTNr; DAL1,"['alltn[c]', 'h2o[c]']",R02424,"['Allantoin', 'Water']","['C1(C(=O)NC(=O)N1)NC(=O)N', 'O']"
491,ALLTNt2rpp,"Allatoin transport in via proton symport, periplasmatic",None,None,None,None,None,"['alltn[p]', 'h[p]']",None,"['Allantoin', 'proton']","['C1(C(=O)NC(=O)N1)NC(=O)N', '[H+]']"
492,ALLTNtex,Allantoin diffusion extracellular to periplasm,None,None,None,None,None,['alltn[e]'],None,['Allantoin'],['C1(C(=O)NC(=O)N1)NC(=O)N']
493,ALPHNH,allophanate hydrolase,rxn00002,MNXR81667,None,3.5.1.54,ALPHNH; DUR1_2,"['allphn[c]', 'h2o[c]', 'h[c]']",R00005,"['Allophanate', 'Water', 'proton']","['C(=O)(N)NC(=O)O', 'O', '[H+]']"
494,ALPZ_4OH_GLC_GLCAASE,4-Hydroxyalprazolam Glucuronide beta-glucuronidase,None,None,None,None,None,"['alpz_4oh_glc[c]', 'h2o[c]']",None,"['4-Hydroxyalprazolam Glucuronide', 'Water']","[None, 'O']"
495,ALPZ_4OH_GLCt2pp,"Glucuronate transport in via proton symport 4-Hydroxyalprazolam Glucuronide, periplasmatic",None,None,None,None,None,"['alpz_4oh_glc[p]', 'h[p]']",None,"['4-Hydroxyalprazolam Glucuronide', 'proton']","[None, '[H+]']"
496,ALPZ_4OH_GLCtex,4-Hydroxyalprazolam Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['alpz_4oh_glc[e]'],None,['4-Hydroxyalprazolam Glucuronide'],[None]
497,ALPZ_4OHtepp,"beta-glucuronidase reaction product export 4-Hydroxyalprazolam, periplasmatic",None,None,None,None,None,['alpz_4oh[c]'],None,['4-Hydroxyalprazolam'],['CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4']
498,ALPZ_4OHtex,4-Hydroxyalprazolam diffusion extracellular to periplasm,None,None,None,None,None,['alpz_4oh[e]'],None,['4-Hydroxyalprazolam'],['CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4']
499,ALPZ_AOH_GLC_GLCAASE,Alpha-Hydroxyalprazolam Glucuronide beta-glucuronidase,None,None,None,None,None,"['alpz_aoh_glc[c]', 'h2o[c]']",None,"['Alpha-Hydroxyalprazolam Glucuronide', 'Water']","['C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)COC5C(C(C(C(O5)C(=O)O)O)O)O', 'O']"
500,ALPZ_AOH_GLCt2pp,"Glucuronate transport in via proton symport Alpha-Hydroxyalprazolam Glucuronide, periplasmatic",None,None,None,None,None,"['alpz_aoh_glc[p]', 'h[p]']",None,"['Alpha-Hydroxyalprazolam Glucuronide', 'proton']","['C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)COC5C(C(C(C(O5)C(=O)O)O)O)O', '[H+]']"
